review,sentiment
So tahu bangeut. Apa kurang tahu gimana cara orang berpolitik. Asal tulis . Mangkin di hajar Mas ganjar pranowo  mangkin Bersinar  ,negative
Ganjar Mania Resmi Membubarkan Diri,negative
Erick Thohir dan Ganjar Pranowo disebut2 sbg duet kuat Capres-Cawapres.  Duet pelawak sih lebih tepatnya  ,negative
ini kan keputusan pure dari FIFA  hanya pak Ganjar yg di kambing hitamkan,positive
sabar... sabar... dan maklum...mungkin mrk lagi puber politik...yg penting POKOKNYA.,positive
"Kita gak usah ""Overthinking"" karena Internal Partainya saja gak ribet mikirin itu karena katanya menurut PETINGGI PARTAI : Sosok Balon Presiden faktor Elektabilitasnya bukan hal yg menjadi Prioritas‚  Makanya jangan Ngatain FIFA double Standard jika kitapun demikian",positive
Sekarang ini fansnya mulai berwacana ganjar manusia biasa,positive
Dalam otak Jokowi pasti terlintas kata2 : BAJINGAN TENGIK KAMU GANJAR ! ,negative
itu kan keputusan mutlak dari FIFA,positive
nolak pildun,negative
Gantiin kerugian negara bangun infrastructur dan gantiin kekecewaan smua yg terlibat dj event ini. Next time diskusiin dampak bicaranu! Gub kok ga pujya rasa nasionalisme sih demi rakyat dan negara. Berasa daerah yg dia pimpin punya dia pribadi??!!! ,negative
Setuju BPK presiden dan ini bukan salah bapak,positive
Cuma bisa berharap mak banteng nyapresin dia ,positive
Arah telunjuk jokowi lbih penting utk keberlanjutan pembangunan Indonesia yg sdh baik,positive
kenapa pak ganjar yg di kambing Hitam kan padahal FIFA memberikan alasan keamanan batal nya Indonesia menjadi tuan rumah,negative
Tetap pk mahfud dan erik,positive
Ngomong perdamaian dunia kemaren lo bela2 israel yg notabene penjajah palestina,negative
Pilihan terakhir dan terpaksa bila memang ga ada yang lain. Siapa tau bisa bertobat dan berubah.,positive
Dan pendukung lakukan hal yg sama hasta la vista  PDI-P. Ketua tamak dan bungul kok di dengar,negative
Gubernur paling Pemberani di NKRI dalam melawan Radikalisme,positive
Kalau buat saya : 1. Pemimpin yang ga punya pendirian (mengikuti arahan partai) layak dipertimbangkan 2. Pemimpin yang menghalalkan segala cara demi tiket pencapresan,positive
Sabar ya pak.  Emang ganjar pranowo dan wayan koster orangnya suka ngeselin dan ngerepotin...,negative
Gak usah didukung,negative
Kan diturunkan dari 7 turunan atas dan 7 turunan ke bawah. Turunan ke 8 mungkin akan bebas dari rasa benci. Ada yg bilang menurut UUD,positive
Kamu pastinya mendukung puan maharani menjadi capres dr PDI-P supaya bisa kalian bantai dg isu politik sehingga menjadi kalah sama junjunganmu..  Eitts.. tapi elit PDI-P tidak sebodoh yg kamu pikirkan gais.. Hahahahhaha,negative
Gubernur Pencitraan,negative
Wah bisa hilang dari Jateng nih,negative
Mereka pandai main bola Sedangkan timnas Indonesia Bodoh main bola! Berharap jadi tuan rumah baru ikut piala dunia !,negative
Ga usah pencitraan mululah percumaending ngurusin timnas tuh pada nangis,negative
Ganjar Pranowo sosok yang di cintai masyarakat,positive
Kok mesti si Gibran yang minta maaf ? Akibat ulah Wayan Koster dan si Ganjar Pranowo,negative
Apapun rintangannya tetap rakyat nomor 1  ,positive
Karena rakyat yang di utamakan oleh Pak Ganjar Pranowo,positive
itu membela bngsa palestina tapi mngorbankn bngsa sndiri serta merusak cita2 anak bngsa itu namaya PENGHIANAT.,negative
Tuanku Rakyat,positive
ditunggu keberaniannya menolak lagi yaa,negative
Ternyata masih banyak orang sadar yg mengedepankan kepentingan Suksesi Kepemimpinan Nasional hrs tetap di tangan orang pro nasionalisme,negative
Ini bukan urusan membela Palestina,positive
Pndukung gnjar trbelah. 1. Pndukung gnjar yg objektip kcewa ganjar salah dn dukung prabowo,negative
Bisa dijebak karena terpaksa ikut elit2 partai nurut bunuh diri gk nurut juga sama bagai mkan buah simalakama tapi gua yaqin penerus Jokowi tetap Ganjar lihat saja....,positive
Betul saat ttd Israel blm lolos....tp sekelas gubernur masak gak paham anggota FIFA itu siapa aja? Ketika ttd,positive
melawan perintah partai aja kagak berani apalagi yg bisa di harapkan,negative
Ga jg sih...gw tetep ganjar kok,positive
Prabowo Subianto sebagai kandidat kuat Capres RI 2024.,positive
kayakya tolak Israel khusus sepakbola. Ya gimana gitu,negative
Karena hanya Ganjar calon yang bukan pecundang,positive
Antitesa Jokowi Gak malu ya ....berharap Jokowi..mendukung,negative
sudah pindah haluan dukung Pak Erick,positive
Kira-kira turun berapa persen elektabilitas Mas ganjar pranowo gara-gara menolak Timnas U-20 Israel kemarin...?,negative
GANTI RUGI UNTUK BIAYA YANG SUDAH DIKELUARKAN PANITIA U20 PAK! Bisa patungan dengan Wayan Koster,negative
Ini disuruh perintah atasan jadi saya tidak bisa menolak karena saya takut,negative
pak ganjar sangat memperhatikan warganyaaa yaaa,positive
Mules kalau lihat kata katanya,negative
itu adalah sebuah kinerja pak ganjar yang sangat apik sekali,positive
Setuju kalau pak Jokowi sih kita tetap untuk Ganjar Pranowo entar dulu,positive
itu adalah bukti bahwa pak ganjar selalu memperhatikan kondisi warganya,positive
nasionalis tulen,negative
Kalo soal pelanggaran konstotusi wajib semua warga negara bersuara termasuk gubernur Bali dan Gub Jateng yg kemaren tereak pembukaan UUD 45 dan jg pedeipeh. Kl diam sj brarti yg kemaren ada udang dibalik batu,negative
belain mereka,positive
Ganjar dan wayan Koster yg bikin ulah,negative
Hahaha katamu itu cerminan dirimu ....ya gpp..tinggal tunggu aja nanti tegak lurus konstitusi spt yg anda katakan apa ga...ntar ada World Beach Games di Bali trs menolak atlet dari Israel tdk ,negative
"Salah sih nggak, itu prinsip, hanya kurang bijak. Ada goal yang lebih besar, sekiranya arus nya besar berenanglah dulu di tepian, bukan berarti kita mundur. ""Silence is Golden"" bukan berarti selalu diam",positive
pastinya Pancasila itu milik Ummat Islam.  Sila Pertama aja ..... Ketuhanan Yang Maha Esa.  jelas Tuhan yang satu,positive
Calon presiden Palestina pak Ganjar ya..,negative
Ya sdh kalau gitu pilih aja Anies kalau mau nangis 5 thn,negative
Wayan Koster gak takut Bali di BOM??? Klo Bali di BOM lagi??? Bali bisa apa???? I Wayan Koster punya anggaran banyakkah,negative
I wayan koster gimana nih??,positive
wkwkwk  I wayan koster,positive
menolak 1.mengikuti komitmen Bung Karno 2.sesuai pembukaan UUD45 3.mungkin instruksi emak banteng utk Loyal terhadap suara partai.  Alasan I Wayan koster menolak Israel main di Bali Trauma akan BOM Bali outo PUCET lah  FIFA denger kata BOM..serem !!!,negative
gordon ramsay Bali Israel Jatah Atlet Israel Bakal Berlaga di Bali Ajang Asian World Beach Games 2023  Gubernur I Wayan Koster Berani Tolak ,negative
"""....keikutsertaan altet Israel dalam ajang internasional tersebut menjadi persoalan usai Gubernur Bali I Wayan Koster menolak kehadiran Tim Nasional (Timnas) Israel untuk bertanding di Bali pada Piala Dunia U20 2023.""  1. Yg bicara wagub 2. Dilempar ke Jokowi  Labil",negative
Jokowi selaku  Presiden RI yg berhak mengambil keputusan ttg Pildun U-U20,positive
Pantas saja gubernur bali I wayan koster bilang kalau pemerintah sudah tahu soal penolakan israel di pildun U20.,positive
Kira nih kedepan ada suara penolakan seperti Tim Israel U20 dari Gubernur Bali,positive
Sebuah informasi HOAKS mengenai hal yang tak berkaitan dengan pembatalan laga bola dunia di tanah air adalah pemecatan orang terpenting di daerah (Ganjar Pranowo dan I Wayan Koster) itu tak benar.,negative
Selain Ganjar,positive
Hal ini terjadi sebelum adanya statemen dariGanjar Pranowo dan I Wayan Koster dan drawing yang dibatalkan tersebut merupakan sebuah reaksi dan indikasi dari FIFA tentang persyaratan tersebut.,negative
TOLAK WISATA KE BALI SELAMA I WAYAN KOSTER JADI GUBERNUR.. dia tdk bisa bedakan politikus anti Palestina yg harus di tolak dan anak2muda pemain bola yg harus dilayani,negative
Duh! Timnasnya Ditolak,negative
Gubernur Bali I Wayan Koster mengajak masyarakat menghormati keputusan FIFA yang membatalkan Indonesia sebagai tuan rumah Piala Dunia U-20. . ,positive
Gubernur Bali I Wayan Koster terbang ke Jepang dan berkolaborasi dengan KBRI Tokyo mempromosikan budaya dan pariwisata Pulau Dewata. ,positive
I Wayan Koster: Kan Sudah Ada Keputusan FIFA,positive
Sebut Ganjar dan Koster Patuhi Aturan Permenlu Soal Timnas Israel,positive
setuju menyalahkan I Wayan Koster dengan Ganjar Pranowo Ingat bahasa Presiden.  Kota yang di tunjuk dalam penyelenggaraan U20 sudah membuat perjanjian yang ditanda tangani.  Pertanyaan.. mana komitmennya????,negative
Gubernur Bali I Wayan Koster mengajak masyarakat untuk mendoakan Timnas Israel dicoret FIFA dari gelaran Piala Dunia U20 2023.   Seperti diketahui,negative
Ganjar dan Koster Tak Bisa Mengelak Lagi,positive
Heran Penolakan Timnas Israel Disuarakan Ganjar dan Koster Baru di Bulan Marer,negative
Daftar 5 gub. Dari pdip  1. Ganjar Pranowo (gub.jateng) 2. I Wayan Koster  (gub.bali) 3. Olly Dondokambey (gub. Sulut) 4. Sugianto Sabran (gub. Kalteng) 5. Murad Ismail ( gub. Maluku)  Jelas bkn sikap pribadi tapi monggo dijwb sendiri !?!?  Moso iya saya yg jawab,positive
BAGUS!!  Biar dunia tau dimana Indonesia berdiri dalam soal Palestina dan Israel I'll stand with PDIP-P,positive
I Wayan Koster dan Ganjar Pranowo seharusnya jauh2 hari berkonsultasi terlebih dahulu dengan Presiden RI,positive
"Pak I Wayan Koster. Paling engga msih bisa bantu borong, klo ga mau dipke jg bisa disumbangin ke yg membutuhkan  Bantu UMKM kita pak. Jgn setengah"" klo melakukan misi kemanusiaan ",negative
Pantes bang....mereka kompak berkomentar..lucunya org sprti i wayan koster dan ganjar yang menolak.   Hihi..senjata makan tuan.,negative
kita lihat ya bulan agustus 2023 akan ada World Beach Games di Bali,negative
 I Wayan koster mantapkan,positive
Gubernur Bali I Wayan Koster: Kita Hormati Saja Keputusan FIFA,positive
"Gpp ga ke kejer bikin stadion standar internasional, kan ada agama yg bisa dijadiin ""kambing hitam"" dan pemimpin besar yg berusaha ""menyelamatkan"" di detik akhir Btw 5 alesan stance nya i wayan koster jg berubah2. Trauma, takut, patriotisme, anti imperialisme, diplomatis. ",negative
"HIERARKI PARTAI  PDI Perjuangan dikenal sbagai partai yang sangat solid. Loyalitas kader kepada pemimpinnya rata-rata luar biasa kuat. Sekelas Ganjar Pranowo dan I Wayan Koster bukanlah kader yg punya ""kewenangan penuh"" utk membuat penolakan terahadap event sejelas PDU-20. Kedua",negative
Kadrun sangat kuat setelah dikomandoi oleh Ganjar berduet dengan I Wayan Koster.,negative
Ganjar Pranowo dan I Wayan Koster hanya menjalankan perintah partai. Ganjar Pranowo rela tidak dipilih jadi presiden 2024,positive
"I Wayan Koster yg secara resmi menolak Israel untuk hadir di Bali dalam drawing Piala Dunia U-20.   Ganjar muncul sebagai ""winger"" menerima assist dari Koster.",positive
Sikap Gubernur Jawa Tengah Ganjar Pranowo dan Gubernur Bali I Wayan Koster dalam menolak tim nasional (Timnas) sepakbola Israel menunjukkan seorang pemimpin yang kokoh bersikap. ,positive
salah satu yang paling menarik perhatian adalah terkait elite Partai Demokrasi Indonesia Perjuangan (PDIP),positive
Jangan dibuat RUWET dan MUMET I Wayan Koster,negative
Zainudin Amali memaklumi sikap FIFA,positive
"JURNALIS ISRAEL MENJAWAB :  PEMBATALAN U20 MENURUT JURNALIS DAN PENGAMAT SEPAK BOLA ISRAEL ""Ury Levy tak melihat bahwa pembatalan dilakukan karena penolakan yang datang dari Gubernur Jawa Tengah Ganjar Pranowo dan Gubernur Bali, I Wayan Koster...",negative
GANJAR PRANOWO I WAYAN KOSTER  Jadi GUBERNUR dipilih oleh RAKYAT bukan karena PDIP sudah seharunya GANJAR dan KOSTER mundur jadi GUBERNUR !!!,negative
Kerugian materiil trilyunan mestinya jadi tgg jwb PDIP yg sdh njegal kebijakan Pemerintah.  Kerugian moral,negative
2 orang gubernur yg minta dukungan partai,positive
Semua Tentang Kemanusiaan,positive
dan pak I Wayan Koster ditunggu komentarnya,positive
Komunitas Suporter Sepak Bola Bali Tuntut I Wayan Koster Minta Maaf ,positive
komentar Pa Ganjar Pranowo dan I Wayan Koster itu jelas atas perintah dan saran. ada masukan dari intelejen yang membuat mereka bicara begitu. mereka selama ini bukan tokoh yang peduli amat soal Palestina. tapi ini menyangkut nasib bangsa ini. supaya politically right,negative
Sentil I Wayan Koster,negative
Apakah I Wayan Koster dan Ganjar Pranowo yg menolak kedatangan Timnas Israhell termasuk Kadrun?,negative
rakyat bali yang mana i wayan koster lanjutkan penolakan terhadap Israel...jgn cuma du ajang U-20 tp ajang2 yg lain...tdk ada bedanya  #iwayankoster sm FIFA...Standar ganda...kami tunggu gerakanmu selanjutnya...dan saya yakin partai merah pasti akan ditinggalkan orang,negative
Faktanya sama sekali tidak ada informasi kredibel mengenai pencopotan Ganjar Pranowo dan I Wayan Koster oleh Presiden Joko Widodo karena dianggap sudah menggagalkan pelaksanaan Piala Dunia U-20 2023 di Indonesia. ,positive
kalo saya pak ganjar pranowo dan pak i wayan koster tidak berkata secara terang terangan menolak kedatangan teamnas U20 israel ke indonesia,positive
"Makasih atas doa nya I Wayan Koster berkat ""doa mu"" Indonesia sukses tersingkir sebagai Tuan Rumah World Cup U-20 ! ",positive
I wayan koster merasa bebas menyatakan pendapat tanpa rasa takut dicap radikal  Abdullah bin fulan enggan menyampaikan pendapat karena takut dicap radikal  Kualitas nganu zaman now memang beda: pemberani,negative
Yg menolak gubernur Bali i wayan Koster n gubernur Ganjar dr PDIP knp yg d salahkan intokeransi,negative
Maret 2023 : Gubernur Bali I Wayan Koster menolak kehadiran Israel. Penolakan juga diserukan Gubernur Jawa Tengah Ganjar Pranowo hingga partai politik dan ormas.,positive
"Bukan hanya Ganjar doang, ormas ""mayoritas"", PKS dan I Wayan Koster juga bro.",negative
I WAYAN KOSTER menolak ISRAEL - GOBLOK,negative
membela PALESTINA murni panggilan kemanusiaan Kalau GANJAR PRONOWO I WAYAN KOSTER  PDIP KADRUN laknat Asal mangap dan hanya untuk kepentingan POLITIK sesaat,negative
Tukang baksonya gak tau kalo tinggal di negara Taliban anti Israel.  Kemenag detikNews CNN Indonesia CNBC Indonesia VOA Indonesia Reuters The Associated Press Israel FIFA DPR RI Ganjar Pranowo I Wayan Koster PDIP,negative
Para Biang kerok gagalnya Pildun-U20 di Indonesia: I Wayan Koster,negative
Seharusnya pakai cara seperti ini. Jgn cara bagong kayak ganjar pranowo i wayan koster,negative
Yang penting menyalahkan kadrun... akhirnya I Wayan Koster dan Ganjar Pranowo mendapat gelar kadrun juga.... Selamat,negative
Aku milih I Wayan Koster aja..,positive
PKS ,positive
WORLD BEACH GAME BALI 2023 sebentar lagi terlaksana. Tuh... ada tim Israel di Basket dan renang,negative
Hal ini disebabkan oleh penolakan kedatangan Timnas Israel oleh beberapa pihak,positive
Eh itu bukan salah FIFA..tp salah para politisi kita..itu andil dr PDIP,negative
 Gara gara ulah PDIP,negative
Sekjen PDIP Hasto: Penolakan thd Israel bermain di Indonesia bukan atas perintah Megawati. Ganjar Pranowo dan I Wayan Koster menolak Israel bermain di Indonesia di Piala Dunia U-20. ,positive
Jangan kalian pernah lupakan ya I Wayan Koster,positive
membela kadernya,positive
Berdasarkan Tren Timeline Of Conversation percakapan Ganjar Pranowo dan I Wayan Koster terus mengalami kenaikan dibandingkan dengan percakapan mengenai Erick Thohir dan Presiden Jokowi,positive
Sedangkan grafik bar chart yang berwarna merah yang kontra atau pihak yang memberikan penolakan atas kedatangan Israel ke Pildun U-20 di Indonesia,positive
Suruh kader PDIP  Dikomandani oleh Ganjar Pranowo ,negative
Ganjar Pranowo sama i Wayan Koster juga harus berangkat,positive
Siapa yang akan bertanggung jawab ? #GanjarPranowo ? #IWayanKoster ?,negative
"Polda Bali membantah pernyataan Gubernur Bali I Wayan Koster yang menyebut kehadiran Timnas Israel dalam kejuaraan Piala Dunia U-20 berisiko menimbulkan gangguan keamanan dan keselamatan masyarakat Pulau Dewata, wujud supremasi hukum di Indonesia ",positive
KALIAN YANG IKUT ANDIL DALAM MENGGAGALKAN INDONESIA MENJADI TUAN RUMAH PIALA DUNIA SEPAK BOLA USIA 20 ADALAH BAJINGAN. KESEMPATAN LANGKA HARUS TERBUANG SIA SIA GARA GARA KALIAN.  Ganjar pranowo  dan I wayan koster adalah bajingan yang sesungguhnya.,negative
coba tanya  Habib Kadrun I Wayan Koster,negative
Kalo ga ada pernyataan dari GP terutama gub Bali I Wayan Koster maka Indonesia ga akan dibatalkan SBG host pildun Krn ini menyangkut keamanan para peserta Tim sepakbola termasuk Israel didalamnya.,positive
Kekuatiran I Wayan Koster dan Ganjar Pranowo menolak event U-20 karena ancaman kelompok radikal/teroris,negative
Sialnya kontroversi ini disempurnakan dg sangat sempurna oleh Ganjar yg sedang intens jadi tokoh yg disorot selama 1 tahun belakangan sebagai bakal calon di kontestasi 2024 dan I Wayan Koster yg saat ini juga sedang disorot terkait eksistensi para 'bule' di wilayah otoritasnya.,negative
Jgn kambing hitamkan pihak lain,positive
"poinya itu berfokus pada paragraf pertama yg berbunyi ""due to the current circumstances"" yg bisa diartikan  masalah keamanan (i wayan koster) atau masalah isu israel (ganjar pranowo) jd yg bilang masalah kanjuruhan itu hoax, FIFA cuma bilang akan membantu indo stlh kanjuruhan",positive
I Wayan Koster tidak paham sama sekali.. Rusia pantas dibanned karena serangan langsung ke Ukraina,negative
Minta ganti sama pak ganjar atau i wayan koster,negative
presiden palestina dan I Wayan Koster Wakil presidennya! ,negative
Kayaknya PDI-P,negative
Lha kan PDIP adlh partai tmptnya Jokowi,positive
NAIK BAJAI KETAHUAN TERUS..... Bang kalau nolak israil gampang Biarin Mereka bertanding di Indonesia ganjar pranowo I wayan koster bentangin Sepanduk Besar dan Nyatakan Indonesia Mendukung KEMERDEKAAN PALESTINA dan FIFA tdk akan batalin Tuan Rumah...,negative
Berarti PDI-P,negative
Terima kasih pak Ganjar dan pak I  Wayan koster atas penolakan Tim Israel main di Indonesia,positive
Soal Piala Dunia U20 2023 Batal Digelar di Indonesia,negative
Waduhhh bisa jdi I Wayan Koster dan Ganjar Pranowo jdi pimpinan kadrun.,negative
Luar Biasaaaaa...! Apa Pendapat Kleaaann...??  Klaim Dapat Dukungan Tolak Israel,positive
Saya dibarisan blih I Wayan Koster,positive
Indonesia cuma nolak atlet Israel,negative
I Wayan Koster adalah salah satu alasan saja Pildun U20 di batalkan,negative
Bayangkan jika pembatalan piala dunia u20 hanyalah April Mop. Cukup bayangkan saja Seluruh dunia kena prank,positive
Alasan I Wayan Koster Tolak Timnas Israel Terkuak,positive
Polemik dicoret Indonesia jadi host piala dunia u-20 bukan sepenuhnya salah ganjar pranowo ,positive
PDIP secara politik dinilai telah menghancurkan mimpi Presiden Joko Widodo (Jokowi) yang sangat ingin terlaksananya Piala Dunia U-20. Melalui dua kadernya,negative
Yg ngomong Ganjar ada tanda tangan siapa blog untuk Jateng itu sudah terwakili oleh Solo noh I Wayan Koster,negative
Nyari panggung atau gimana nihh pak  yg jelas emng atlit,negative
"Sampai saat ini kita belum bisa move on sampai 2024 kita tetap ingat keputusan  ""BLUNDER"" yg sangat mencederai seluruh pecinta sepakbola di tanah air saat ini.  1. PKSejahtera 2. PDI_Perjuangan  3. ganjar pranowo  4. Gubernur Bali I Wayan Koster kader partai",negative
Saya rasa I wayan Koster dk perlu cari dalih!!! Itu urusan Pempusat dan PSSI,negative
Ya saya setuju Pak Presiden jokowi ,positive
Sejak kapan  i wayan koster jadi kadrun,negative
pecinta sepakbola  bola kecewa dng gagal nya PD U20 gara2 andil nya PDIP PKS Ganjar P,negative
Indonesia Gagal Jadi Tuan Rumah Piala Dunia U-20,negative
sebagai presiden pada tahun 2024. Gubernur Bali I Wayan Koster,positive
dua gubernur  ini  adalah   kadrun jadi jadian  ,negative
Berarti I Wayan Koster sm Ganjar Pranowo udah jadi kadrun ya Gus,negative
Klo biang keladinya kan sdh jelas tuh dk media jg sdh bnyk ditulis..PDIP,negative
Berarti gubernur bali i wayan koster dan ganjar pranowo termsk kadrun skr krn beliau2lah yg pertama gak setuju israel main. Hati hati pak entar PDI_Perjuangan tersinggung lagi ,negative
"Itu artinya bkn mslh Kanjuruhan, itu mslh udah clear ,emg ada ancaman dr manusia"" yg anti Israel trutama  HTI FPI MUI PKS sblm Ganjar sama I Wayan Koster bersuara..",positive
Mau Ngomong apa emang nyatan nya spt ini :  Ulah Politisi +62..  Indonesia dianggap gagal menyakinkan Politikus.  Mencuatnya surat penolakan kehadiran Israel oleh Gubernur Bali,negative
Organisasi FIFA dikira Ganjar Pranowo dan i Wayan Koster  mereka punya jdi seenaknya mau ngatur. Sudahlah ini juga akibat dari ucapan Soekarno dari jaman nya dia berkuasa.lupa klu PKI ada di parlemen 1955,negative
Kasian Pak I Wayan Koster,positive
 OTAK SOPLAK GUS AGUS...INI  EMANG I Wayan Koster,negative
PENOLAKAN KOSTER,negative
Clear yah penyebab utamanya: Erick mengemukakan hal ini usai bertemu Presiden Joko Widodo (Jokowi) .. Intervensi ini berkaitan dengan penolakan-penolakan terhadap timnas Israel yang muncul termasuk dari Gubernur Jawa Tengah Ganjar Pranowo dan Gubernur Bali I Wayan Koster.,positive
Yang udah mara mara sama Pak Ganjar dan Pak I Wayan Koster ,negative
"PDI-P Di-""bully"" gara-gara Kadernya Dianggap Penyebab Piala Dunia U-20 di Indonesia Batal karena kader PDIP yaitu Gubernur Bali I Wayan Koster dan Gubernur Jawa Tengah Ganjar Pranowo secara terbuka menolak partisipasi Israel ",negative
Halo pak I Wayan Koster,positive
Doa ngga boleh sembarangan jeplak. Ada perjanjian Allah dengan Abraham,negative
pak tolong dong kan Indonesia kena sanksi FIFA tuh nah,positive
hadeh rendah kali cara berpikir poli-tikus indonesia macam GP I Wayan Koster  Emang lu punya kekuatan apa ? buat gertak FIFA ,negative
I wayan koster itu kadrun  Ganjar pranowo itu kadrun Gue bingung makna kadrun sebenarnya ,negative
Kira kira I Wayan Koster abda sebut kadrun tidak???,negative
Untuk kasus kegagalan Indonesia jdi Tuan rumah PILDUN u 20 -2023   Harusnya bangsa Indonesia sepakat dgn PDIP I WAYAN KOSTER DN GANJAR PRANOWO   Yang masalah itu FIFA dgn Standar Ganda   Utk hal ini mari dukung Indonesia bikin FIFA tandingan bersama EURUSSIA ,positive
Yg nolak bukan kadrun.biar kadrun bacotnya berbusa nolak tuh piala dunia U20 tetep aja bisa kalah kalau gak ada PDIP,negative
Duhhh PKS yg di salahkan Padahal 1. Ketidak siapan PSSI 2. Penolakan Ganjar Pranowo dan i Wayan Koster,positive
apa Ente ga malu Sama Bp I Wayan Koster Atau dgn Ganjar Pranowo.... Siapa  Kadrun ? ,negative
Biang situasi ini bukanlah PDIP,positive
Apakah Dalam Beberapa Event dan Pertemuan Yang Diikuti Israel Berlaku PERMENLU No.3/2019 Tentang Israel Ibu Menlu_RI ?,negative
Terungkap,positive
Keyword-nya: Intervensi.  Intervensi ini berkaitan dengan penolakan-penolakan terhadap timnas Israel yang muncul termasuk dari Gubernur Jawa Tengah Ganjar Pranowo dan Gubernur Bali I Wayan Koster.  ,positive
Saya mendengar berita miring,negative
Presiden Jokowi memberi tanggapan soal sikap Gubernur Jawa Tengah Ganjar Pranowo dan Gubernur Bali I Wayan Koster yang menolak kehadiran tim nasional Israel ke Indonesia untuk berlaga dalam Piala Dunia U-20 2023. ,positive
Ayo timnas U20 @PSSI tetap semangat meski para mulut mulut sampah gubernur ganjar pranowo dan i Wayan Koster yg tak berpendidikan itu menjegal kalian di pildun,positive
Sedikit-sedikit kadrun.Ternyata I Wayan Koster pun kau anggap kadrun! Ngakunya paling pancasilais...! Tapi sekedar isi pembukaan UUD 45 aja nggak tahu...! Padahal di babak kualifikasi pildun 1958 timnas indonesia pernah mundur! Bodoh koq bangga...!,negative
Sehat selalu pak gubernur bali I wayan koster dan pak gubenur jawa tengah ganjar pranowo,positive
Kadal2  Gurun ikutan rame rame menyerang Ganjar dan I Wayan Koster dan PDIP  soal kegagalan Indonesia menjadi tuan rumah PD umur 20..  Padahal sebenarnya mereka bersyukur karena dengan begitu Israel tidak masuk Indonesia.. Beda kwalitasnya dengan kita yg kecewa pembatalan itu,negative
Apa motivasi terbesar anda wahai bapak I Wayan Koster yg terhormat??,positive
"Presiden Joko ""Jokowi"" Widodo buka suara soal penolakan Timnas Israel di Piala Dunia U-20 oleh Gubernur Jawa Tengah, Ganjar Pranowo dan Gubernur Bali, I Wayan Koster. Jokowi mengatakan, pro-kontra merupakan hal biasa di negara demokrasi.  ",positive
IWayanKoster Berkat perjuangan kalian,positive
 Yg menolak kan ganjar pdip dn i wayan koster. Lagian klo posisi mukidi bagus,positive
Piala Dunia U20 Batal,negative
Akmal Marhali Tuntut Ganjar Pranowo dan I Wayan Koster Minta Maaf ke Publik,positive
"mana suaramu.. ini jelas"" melanggar konstitusi..",negative
Yang sudah pasti PSSI akan dikucilkan dari dunia sepakbola Internasional Akibat dari penolakan Tim Israel di Piala Dunia U20 yang dilakukan oleh Mas ganjar pranowo I Wayan Koster Kader Partai PDI_Perjuangan,negative
Ganjar Pranowo dan I Wayan Koster hanya jadi kambing hitam,negative
sekarang ada alasan buat dukung pak i Wayan Koster semoga Israel di baned pipa,negative
Kebanyakan makan Babi ke si i wayan Koster ,negative
"Km saja pah i wayan koster yg jadi presiden fifa perang kok d bawak"" d olahraga ini yg nama.a buli hak asasi manusia. HAM remaja umur 20 taun yg tidak pernah berperang di sangkut pautkan dengan pmerintahan negara.a yg berperang ini remaja yg bermain sepak bapak yang agung",negative
Presiden Joko Widodo berbicara mengenai posisi Gubernur Jawa Tengah Ganjar Pranowo dan Gubernur Bali I Wayan Koster yang menolak kedatangan timnas Israel. Namun Jokowi tak memberikan sanksi terhadap kedua gubernur karena manuvernya itu. ,positive
Komentar pedas terhadap PDIP,negative
Tak luput dari pantauan warganet,positive
yang dilakukan dua kader PDI-P,negative
Eh tapi sebelum itu salah satu yang paling banyak disorot adalah elite PDIP,negative
Sekretaris Jenderal PDIP Hasto Kristiyanto dan Gubernur Jawa Tengah Ganjar Pranowo dan Gubernur Bali I Wayan Koster dalam menolak tim nasional (Timnas) sepakbola Israel menunjukkan seorang pemimpin yang kokoh ,positive
Sikap Gubernur Jawa Tengah Ganjar Pranowo dan Gubernur Bali I Wayan Koster dalam menolak tim nasional (Timnas) sepakbola Israel menunjukkan seorang pemimpin yang kokoh bersikap,positive
Masalah proyek. Ribut krn daerah gak kebagian.. krn diambil alih pusat semua.   Jadinya i wayan koster ngemeng soal israel.   Macam tiap tahun gak pernah ada orang israel datang ke bali.   At the end of the day,negative
Sip i wayan koster dan ganjar pranowo,positive
I Wayan Koster-Ganjar Pranowo Sesalkan Putusan FIFA Batalkan Piala Dunia U-20 Indonesia,positive
Jokowi menyinggung Indonesia sebagai negara demokrasi dalam menyikapi penolakan kedatangan Timnas Israel oleh Ganjar Pranowo dan I Wayan Koster,positive
Ganjar Pranowo dan I Wayan Koster Dibully Warganet,negative
Gubernur Bali I Wayan Koster menyinggung isu kemanusiaan dan keamanan atas sikapnya menolak Timnas Israel dalam Piala Dunia U-20 ,positive
Banyak kok yang kemarin menolak  Media asal Jerman DW Sports menyebut penolakan Gubernur Bali I Wayan Koster terhadap timnas Israel jadi penyebab batalnya Piala Dunia U-20 digelar di Indonesia. ,negative
Komunitas Masyarakat Peduli Timnas asal Bali meminta Gubernur Bali I Wayan Koster menyampaikan permintaan maaf kepada seluruh warga Indonesia.  Mereka menuding pernyataan Koster sebagai salah satu alasan Indonesia batal jadi tuan rumah Piala Dunia U20.,positive
Ganjar - i Wayan Koster UNTUK :  RI 1 dan RI 2 Nasionalis ,positive
World Beach Games 2023 Digelar di Bali Agustus,positive
